# wavelength(um)    fp/fs
0.122349     4.68492000e-04
0.122389     5.15342000e-04
0.122430     6.62378000e-04
0.122471     6.68122000e-04
0.122512     4.37943000e-04
0.122553     4.65528000e-04
0.122593     6.66535000e-04
0.122634     6.06291000e-04
0.122675     6.49483000e-04
0.122716     5.68703000e-04
0.122757     5.38805000e-04
0.122798     6.17396000e-04
0.122839     5.94249000e-04
0.122880     3.87608000e-04
0.122921     5.11662000e-04
0.122962     6.63978000e-04
0.123003     4.39750000e-04
0.123044     5.63502000e-04
0.123085     3.70137000e-04
0.123126     3.65708000e-04
0.123167     4.71923000e-04
0.123208     4.91162000e-04
0.123249     5.94363000e-04
0.123290     5.91715000e-04
0.123331     4.55892000e-04
0.123372     6.70209000e-04
0.123413     3.92616000e-04
0.123454     6.59365000e-04
0.123496     6.10358000e-04
0.123537     3.93710000e-04
0.123578     3.29373000e-04
0.123619     4.59585000e-04
0.123660     3.36063000e-04
0.123702     6.41887000e-04
0.123743     6.48246000e-04
0.123784     6.52814000e-04
0.123825     5.71206000e-04
0.123867     6.70048000e-04
0.123908     3.02081000e-04
0.123949     6.51995000e-04
0.123991     3.80104000e-04
0.124032     3.03099000e-04
0.124073     6.38138000e-04
0.124115     4.98631000e-04
0.124156     2.57037000e-04
0.124197     6.48799000e-04
0.124239     3.75674000e-04
0.124280     6.70237000e-04
0.124322     3.18929000e-04
0.124363     2.21973000e-04
0.124404     3.64287000e-04
0.124446     3.81987000e-04
0.124487     4.83731000e-04
0.124529     2.17425000e-04
0.124570     5.09392000e-04
0.124612     4.78534000e-04
0.124653     2.58989000e-04
0.124695     3.89876000e-04
0.124737     5.91971000e-04
0.124778     3.31833000e-04
0.124820     4.84955000e-04
0.124861     3.79922000e-04
0.124903     2.63566000e-04
0.124945     2.66893000e-04
0.124986     5.84555000e-04
0.125028     3.08455000e-04
0.125070     5.76041000e-04
0.125111     3.12098000e-04
0.125153     4.54696000e-04
0.125195     4.55399000e-04
0.125236     5.85918000e-04
0.125278     4.42734000e-04
0.125320     5.81606000e-04
0.125362     5.05380000e-04
0.125403     5.75922000e-04
0.125445     4.88263000e-04
0.125487     6.10975000e-04
0.125529     4.45639000e-04
0.125571     4.27846000e-04
0.125613     3.68660000e-04
0.125655     3.46430000e-04
0.125696     2.12145000e-04
0.125738     4.64233000e-04
0.125780     2.28895000e-04
0.125822     2.37477000e-04
0.125864     3.27778000e-04
0.125906     2.43723000e-04
0.125948     2.54524000e-04
0.125990     5.71224000e-04
0.126032     4.51945000e-04
0.126074     5.00109000e-04
0.126116     4.04273000e-04
0.126158     4.47123000e-04
0.126200     4.96361000e-04
0.126242     2.28253000e-04
0.126284     2.54674000e-04
0.126326     3.02600000e-04
0.126368     3.93622000e-04
0.126411     4.44384000e-04
0.126453     2.86289000e-04
0.126495     5.33600000e-04
0.126537     5.16708000e-04
0.126579     2.92397000e-04
0.126621     3.30326000e-04
0.126664     3.07217000e-04
0.126706     4.88466000e-04
0.126748     4.58381000e-04
0.126790     1.65871000e-04
0.126833     4.44361000e-04
0.126875     3.98343000e-04
0.126917     3.34724000e-04
0.126959     2.15825000e-04
0.127002     1.57532000e-04
0.127044     4.68436000e-04
0.127086     2.76575000e-04
0.127129     5.30564000e-04
0.127171     4.23751000e-04
0.127214     3.95980000e-04
0.127256     2.40753000e-04
0.127298     5.74451000e-04
0.127341     5.23628000e-04
0.127383     1.80517000e-04
0.127426     2.08867000e-04
0.127468     2.01290000e-04
0.127511     3.16289000e-04
0.127553     5.08372000e-04
0.127596     4.21629000e-04
0.127638     2.88449000e-04
