# wavelength(um)    fp/fs
0.125990     5.56078000e-06
0.126032     1.13985000e-06
0.126074     2.57765000e-06
0.126116     3.66919000e-06
0.126158     4.55788000e-09
0.126200     8.37098000e-07
0.126242     1.71827000e-07
0.126284     1.48978000e-08
0.126326     2.43579000e-07
0.126368     2.33000000e-07
0.126411     3.93190000e-07
0.126453     1.06149000e-06
0.126495     3.67669000e-08
0.126537     2.71673000e-06
0.126579     8.11674000e-07
0.126621     9.03594000e-08
0.126664     3.43606000e-07
0.126706     2.11663000e-06
0.126748     3.47017000e-09
0.126790     2.50068000e-07
0.126833     3.11398000e-06
0.126875     9.28799000e-09
0.126917     1.17695000e-07
0.126959     3.27133000e-07
0.127002     4.24027000e-08
0.127044     3.96282000e-08
0.127086     5.97574000e-08
0.127129     7.53763000e-08
0.127171     2.34474000e-08
0.127214     7.07417000e-07
0.127256     2.88860000e-09
0.127298     8.23272000e-06
0.127341     1.37325000e-05
0.127383     3.16458000e-09
0.127426     9.95686000e-08
0.127468     2.26785000e-09
0.127511     2.10738000e-05
0.127553     2.47634000e-06
0.127596     1.75120000e-06
0.127638     2.29162000e-09
0.127681     2.26385000e-06
0.127723     1.08744000e-05
0.127766     6.29394000e-07
0.127809     1.72734000e-05
0.127851     8.37590000e-06
0.127894     3.86063000e-07
0.127936     1.43278000e-07
0.127979     3.72631000e-07
0.128022     1.00415000e-05
0.128064     8.57439000e-09
0.128107     1.52581000e-05
0.128150     1.67723000e-05
0.128192     2.09806000e-05
0.128235     1.14621000e-06
0.128278     9.85874000e-06
0.128321     3.61154000e-07
0.128363     1.53560000e-05
0.128406     1.17370000e-05
0.128449     7.43075000e-06
0.128492     2.20168000e-05
0.128535     2.06420000e-05
0.128578     1.69232000e-05
0.128620     1.58398000e-05
0.128663     2.26963000e-07
0.128706     1.34882000e-08
0.128749     5.96009000e-08
0.128792     1.98936000e-05
0.128835     2.01144000e-05
0.128878     6.65797000e-06
0.128921     1.98961000e-08
0.128964     3.47643000e-08
0.129007     3.05713000e-06
0.129050     1.31297000e-05
0.129093     2.61674000e-05
0.129136     2.15078000e-05
0.129179     2.81114000e-09
0.129222     2.85937000e-05
0.129265     1.04697000e-07
0.129308     1.21984000e-05
0.129351     1.65532000e-05
0.129394     2.16655000e-06
0.129437     9.39776000e-06
0.129481     4.72074000e-08
0.129524     1.73664000e-08
0.129567     5.56076000e-09
0.129610     1.52453000e-05
0.129653     2.85657000e-06
0.129697     8.54506000e-06
0.129740     1.78436000e-06
0.129783     1.03155000e-05
0.129826     5.97622000e-08
0.129870     1.33722000e-05
0.129913     9.16610000e-06
0.129956     5.17579000e-09
0.129999     1.24699000e-05
0.130043     5.40458000e-07
0.130086     6.46806000e-06
0.130130     1.01689000e-07
0.130173     3.10281000e-09
0.130216     1.78072000e-06
0.130260     1.87543000e-05
0.130303     1.42141000e-05
0.130347     1.34742000e-05
0.130390     6.92226000e-09
0.130433     9.41645000e-08
0.130477     6.56999000e-06
0.130520     7.90623000e-06
0.130564     1.15019000e-05
0.130607     9.21413000e-06
0.130651     4.04951000e-09
0.130695     6.16298000e-06
0.130738     5.84811000e-06
0.130782     2.72741000e-07
0.130825     5.05322000e-06
0.130869     2.22684000e-06
0.130913     1.79878000e-09
0.130956     1.94750000e-06
0.131000     1.66654000e-06
0.131043     8.58207000e-07
0.131087     8.01074000e-08
0.131131     2.57129000e-07
0.131175     5.61234000e-08
0.131218     2.51351000e-09
0.131262     9.97626000e-08
0.131306     3.42381000e-07
0.131350     6.88039000e-07
0.131393     8.97323000e-07
0.131437     1.05167000e-07
0.131481     5.42216000e-07
0.131525     6.11345000e-07
0.131569     1.98352000e-07
0.131612     3.44418000e-08
0.131656     5.91291000e-07
0.131700     4.38977000e-07
0.131744     1.26218000e-06
0.131788     1.65929000e-06
0.131832     1.52151000e-09
0.131876     5.33919000e-07
0.131920     1.78199000e-07
0.131964     2.48788000e-07
0.132008     3.72214000e-07
0.132052     8.24645000e-07
0.132096     1.59599000e-08
0.132140     5.05649000e-07
0.132184     1.47369000e-06
0.132228     1.82238000e-07
0.132272     9.75892000e-07
0.132316     8.82486000e-07
0.132360     9.88933000e-07
0.132404     7.12164000e-08
0.132449     5.69105000e-07
0.132493     4.20886000e-06
0.132537     1.69979000e-06
0.132581     6.09531000e-06
0.132625     4.31781000e-06
0.132669     9.48444000e-09
0.132714     3.21316000e-07
0.132758     7.51685000e-06
0.132802     1.49901000e-09
0.132846     3.30436000e-06
0.132891     3.26857000e-06
0.132935     6.64152000e-06
0.132979     7.08015000e-08
0.133024     7.73409000e-06
0.133068     6.82373000e-06
0.133112     4.88339000e-06
0.133157     2.06087000e-06
0.133201     4.73260000e-08
0.133245     1.60510000e-06
0.133290     3.23354000e-06
0.133334     3.85685000e-06
0.133379     2.97916000e-06
0.133423     1.14687000e-06
0.133468     1.27781000e-07
0.133512     1.55476000e-07
0.133557     4.13780000e-09
0.133601     1.24628000e-08
0.133646     2.22512000e-06
0.133690     2.13159000e-06
0.133735     1.94710000e-06
0.133779     9.33138000e-08
0.133824     1.02549000e-06
0.133869     1.10518000e-07
0.133913     3.55338000e-07
0.133958     3.21985000e-07
0.134003     1.52675000e-08
0.134047     7.07264000e-08
0.134092     1.89529000e-09
0.134137     1.86653000e-06
0.134181     3.13904000e-06
0.134226     1.31300000e-06
0.134271     6.35710000e-09
0.134316     1.21021000e-06
0.134360     1.78858000e-09
0.134405     4.86137000e-06
0.134450     5.28718000e-06
0.134495     2.53959000e-06
0.134540     7.49836000e-08
0.134584     6.08799000e-07
0.134629     4.24776000e-07
0.134674     6.09717000e-08
0.134719     2.65405000e-09
0.134764     2.51514000e-06
0.134809     1.54120000e-07
0.134854     4.54704000e-06
0.134899     1.40171000e-07
0.134944     1.12223000e-06
0.134989     7.90088000e-08
0.135034     2.32807000e-06
0.135079     2.79730000e-06
0.135124     4.25624000e-06
0.135169     1.62092000e-05
0.135214     4.71023000e-06
0.135259     7.63166000e-06
0.135304     1.44322000e-05
0.135349     1.43353000e-05
0.135394     5.33645000e-06
0.135439     3.92151000e-08
0.135484     6.26915000e-06
0.135530     7.03773000e-06
0.135575     2.90265000e-06
0.135620     5.53406000e-07
0.135665     7.27004000e-07
0.135710     5.29768000e-08
0.135756     6.33805000e-07
0.135801     3.12564000e-08
0.135846     1.13249000e-06
0.135891     1.47342000e-06
0.135937     7.23109000e-07
0.135982     1.79496000e-09
0.136027     1.65108000e-07
0.136073     3.69342000e-07
0.136118     8.05642000e-09
0.136163     2.94490000e-07
0.136209     1.04723000e-06
0.136254     1.08245000e-06
0.136300     8.74203000e-07
0.136345     4.17607000e-07
0.136391     1.08799000e-07
0.136436     9.29176000e-07
0.136481     3.57454000e-07
0.136527     2.53848000e-07
0.136572     1.31295000e-08
0.136618     1.60631000e-08
0.136664     1.34328000e-06
0.136709     4.50121000e-07
0.136755     3.08206000e-08
0.136800     5.22182000e-08
0.136846     5.14069000e-07
0.136891     1.65986000e-07
0.136937     1.77149000e-07
0.136983     1.63985000e-08
0.137028     1.75300000e-06
0.137074     8.93078000e-07
0.137120     1.13634000e-07
0.137165     1.80630000e-08
0.137211     1.33992000e-06
0.137257     1.88434000e-08
0.137303     1.90684000e-06
0.137348     1.24629000e-06
0.137394     7.37073000e-07
0.137440     1.80493000e-06
0.137486     1.90352000e-07
0.137532     5.39256000e-07
0.137578     1.13100000e-05
0.137623     1.36681000e-05
0.137669     3.08597000e-07
0.137715     1.87793000e-05
0.137761     1.56918000e-09
0.137807     1.30792000e-05
0.137853     1.76500000e-05
0.137899     1.71461000e-08
0.137945     8.87429000e-09
0.137991     1.37628000e-05
0.138037     2.69520000e-05
0.138083     2.05537000e-05
0.138129     1.65760000e-06
0.138175     2.80663000e-05
0.138221     1.95495000e-05
0.138267     3.11870000e-05
0.138313     1.76711000e-06
0.138359     2.43362000e-05
0.138405     6.31087000e-06
0.138451     5.16413000e-06
0.138498     6.31308000e-06
0.138544     3.51914000e-06
0.138590     2.47973000e-08
0.138636     1.60619000e-05
0.138682     8.30750000e-07
0.138729     1.94531000e-05
0.138775     2.13118000e-05
0.138821     2.86190000e-05
0.138867     2.85205000e-05
0.138914     3.70250000e-05
0.138960     1.20415000e-05
0.139006     2.18367000e-07
0.139053     2.91895000e-05
0.139099     1.21872000e-05
0.139145     2.63562000e-05
0.139192     7.15806000e-07
0.139238     2.74552000e-06
0.139285     1.36279000e-05
